sample_id,timestamp,Label,Max_Amplitude,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R12,R13,R14,R15,R16,R17,R18,R19,R20,R21,R22,R23,R24,R25,R26,R27,R28,R29,R30,R31,R32,R33,R34,R35,R36,R37,R38,R39,R40,R41,R42,R43,R44,R45,R46,R47,R48,R49,R50,R51,R52,R53,R54,R55,R56,R57,R58,R59,R60,R61,R62,R63,R64
381,0,Fake,3693,0,0,0,96,206,312,431,609,672,799,934,1045,1155,1269,1408,1534,1616,1756,1858,1999,2106,2233,2263,2448,2621,2696,2837,2928,3053,3307,3350,3534,3693,3513,3356,3133,2946,2897,2730,2799,2546,2409,2288,2176,2090,1929,1759,1692,1647,1511,1381,1187,1105,962,823,745,650,540,389,277,208,48,0,0
382,0,Fake,3671,0,0,0,93,189,321,432,578,634,788,922,1015,1155,1365,1368,1451,1648,1784,1833,1967,2108,2210,2348,2446,2559,2692,2806,2912,3069,3131,3500,3609,3671,3523,3328,3214,3037,2903,2769,2648,2540,2358,2242,2187,2071,1939,1904,1663,1579,1456,1349,1219,1085,967,903,739,647,505,455,283,9,49,0,0
383,0,Fake,3826,0,0,45,103,183,325,432,559,705,781,926,1033,1158,1252,1280,1482,1563,1760,1847,1967,2105,2215,2321,2448,2559,2657,2833,2921,3145,3195,3319,3573,3679,3826,3344,3175,3049,2928,2751,2655,2556,2415,2288,2179,2028,1991,1895,1609,1587,1452,1327,1232,1081,944,878,712,769,592,446,268,171,54,0,0
384,0,Fake,3711,0,0,0,80,205,296,403,584,656,815,908,1057,1152,1255,1378,1506,1631,1735,1872,1915,2107,2223,2320,2398,2543,2677,2559,2923,3056,3205,3369,3539,3711,3607,3341,3184,2866,2923,2814,2699,2559,2469,2298,2171,2061,1932,1811,1747,1584,1459,1359,1248,1010,900,697,683,625,511,401,309,161,59,0,0
385,0,Fake,3973,0,0,0,64,199,328,481,604,662,770,958,1021,1157,1270,1383,1449,1621,1760,1889,1975,2117,2113,2210,2416,2679,2682,2811,2859,3055,3206,3374,3520,3973,3603,3345,3112,3089,2959,2771,2649,2523,2375,2287,2167,2043,1931,1836,1926,1554,1483,1392,1222,1115,994,855,765,617,528,410,288,171,193,0,0
386,0,Fake,3751,0,0,0,100,208,319,447,562,670,786,929,1017,1169,1264,1331,1495,1535,1789,1751,1942,2064,2265,2330,2459,2518,2691,2853,2955,3050,3026,3338,3751,3729,3526,3326,3184,3042,2928,2845,2653,2523,2426,2318,2171,2094,1936,1785,1667,1559,1478,1346,1200,1168,1008,853,781,633,525,397,256,166,193,78,0
387,0,Fake,3730,0,0,0,122,173,349,411,601,656,768,906,1169,1136,1264,1405,1508,1625,1744,1855,1977,2106,2215,2225,2307,2325,2665,2806,2934,3094,3184,3392,3539,3730,3473,3312,3167,2929,2875,2903,2624,2514,2409,2269,2164,2055,1968,1839,1712,1601,1405,1254,1173,1136,979,839,752,632,508,419,287,159,48,0,0
388,0,Fake,3709,0,0,21,102,253,304,443,560,649,782,929,1031,1134,1275,1387,1520,1647,1684,1801,1971,2096,2219,2267,2471,2549,2746,2803,2926,3049,3200,3230,3539,3709,3511,3342,3183,3008,2893,2785,2658,2559,2410,2330,2065,2221,1921,1989,1779,1595,1457,1376,1247,1110,964,827,745,670,527,384,423,166,113,0,0
389,0,Fake,3713,0,0,0,90,212,321,439,555,675,790,914,1023,1143,1268,1381,1503,1604,1739,1857,1973,2105,2219,2333,2444,2559,2686,2807,2928,3056,3211,3383,3550,3713,3517,3344,3185,3040,2897,2772,2659,2532,2416,2288,2163,2056,1946,1822,1709,1572,1456,1344,1228,1107,981,870,738,635,511,400,279,167,52,0,0
390,0,Fake,3715,0,0,0,79,160,298,430,644,666,795,910,1009,1162,1249,1405,1482,1619,1703,1851,1850,2077,2322,2317,2443,2591,2683,2763,2926,3094,3152,3380,3538,3715,3549,3344,3230,3034,2902,2800,2641,2509,2353,2353,2173,2068,2011,1805,1695,1520,1371,1328,1219,1088,995,878,752,634,502,326,221,108,48,0,0
391,0,Fake,3725,0,0,119,97,208,175,463,562,669,804,887,1023,1156,1291,1238,1472,1560,1854,1859,1921,2095,2209,2332,2432,2559,2688,2805,2955,3057,2953,3259,3509,3725,3517,3375,3184,3027,2899,2769,2662,2550,2407,2286,2269,2068,1907,1855,1771,1581,1465,1342,1259,1067,970,816,774,641,486,455,192,176,32,0,0
392,0,Fake,3532,0,0,0,93,208,324,443,565,682,804,908,1033,1159,1245,1383,1463,1564,1744,1862,2098,2064,2206,2335,2448,2556,2685,2801,2944,3063,3211,3397,3502,3519,3532,3265,3171,3034,2929,2823,2528,2517,2416,2283,2175,2065,1947,1831,1639,1568,1462,1328,1186,1099,989,867,745,595,511,425,271,225,0,0,0
393,0,Fake,3727,0,0,43,133,198,315,429,573,680,794,892,1022,1147,1265,1280,1469,1619,1717,1706,1971,2096,2191,2351,2458,2555,2653,2800,2823,3058,3239,3285,3529,3727,3524,3333,3133,3023,2917,2780,2640,2545,2495,2276,2083,2001,2060,1661,1695,1580,1499,1348,1222,1061,1014,874,817,592,618,465,305,198,52,0,0
394,0,Fake,3731,0,0,0,93,226,324,453,592,688,706,867,1015,1140,1325,1362,1520,1622,1730,1831,1949,1981,2192,2308,2478,2559,2674,2779,2940,3063,3253,3380,3549,3731,3535,3677,3130,2986,2928,2747,2646,2519,2475,2256,2167,2028,1932,1837,1904,1587,1487,1327,1203,1129,985,832,768,647,478,409,300,167,64,77,0
395,0,Fake,3731,0,0,16,53,208,313,429,579,665,795,912,1023,1104,1295,1406,1535,1627,1915,1889,1977,2107,2199,2323,2448,2543,2671,2833,2953,3101,3200,3374,3659,3731,3539,3330,3187,3117,2914,2733,2633,2533,2480,2212,2164,2021,1891,1781,1697,1584,1459,1335,1218,1104,990,874,751,624,528,397,282,162,58,0,0
396,0,Fake,3634,0,0,0,129,172,299,475,566,746,815,901,1036,1156,1278,1362,1488,1634,1747,1861,1986,2038,2346,2489,2474,2554,2670,2959,2953,3101,3215,3365,3542,3634,3526,3499,3357,3093,3089,2793,2643,2512,2393,2294,2195,2031,1920,1571,1712,1714,1425,1360,991,1109,981,862,738,625,485,444,284,195,80,0,0
397,0,Fake,3728,0,0,0,96,186,320,411,588,672,796,886,986,1200,1281,1402,1467,1635,1748,1879,1977,2125,2218,2318,2447,2469,2652,2884,2878,3039,3253,3371,3538,3728,3536,3365,3215,3030,2902,2738,2610,2485,2377,2240,2095,2064,1951,1807,1713,1582,1473,1381,1239,1181,953,753,737,654,470,400,285,166,51,0,0
398,0,Fake,3718,0,0,0,96,214,316,442,550,681,797,912,1022,1152,1257,1394,1509,1633,1742,1861,1981,2106,2211,2331,2433,2549,2676,2804,2915,3024,3215,3309,3540,3718,3514,3351,3189,3030,2896,2797,2732,2544,2307,2247,2177,2059,1917,1761,1715,1639,1328,1385,1241,1124,982,853,784,611,494,391,208,187,7,0,0
399,0,Fake,3728,0,0,0,87,191,336,440,563,709,726,915,1038,1175,1264,1392,1511,1636,1746,1872,1939,2106,2224,2383,2685,2641,2608,2775,2943,3061,3210,3374,3536,3728,3526,3344,3184,3158,2905,2753,2717,2544,2608,2310,2195,2012,1953,1834,1722,1562,1457,1328,1193,1187,961,874,710,622,510,390,308,198,35,0,0
400,0,Aspirin,2977,0,0,35,139,243,343,441,539,638,741,841,933,1040,1135,1233,1338,1449,1535,1629,1730,1835,1930,2021,2116,2210,2320,2407,2498,2599,2691,2806,2898,2977,2862,2743,2641,2526,2403,2306,2202,2100,1994,1875,1773,1667,1577,1456,1341,1239,1133,1023,924,820,718,608,511,414,314,211,113,15,0,0,0
401,0,Aspirin,2973,0,0,13,112,208,298,400,510,605,704,812,897,1008,1111,1207,1296,1407,1514,1614,1700,1802,1899,2000,2105,2192,2278,2372,2480,2559,2672,2768,2865,2973,2854,2719,2613,2497,2389,2301,2192,2075,1968,1861,1763,1659,1535,1442,1334,1235,1127,1014,902,809,707,607,496,398,306,201,99,9,0,0,0
402,0,Aspirin,2957,0,0,0,94,198,295,389,489,592,689,793,891,992,1087,1189,1285,1406,1495,1597,1687,1787,1891,1996,2082,2171,2271,2366,2470,2555,2660,2759,2865,2957,2832,2709,2607,2501,2397,2283,2172,2071,1955,1863,1754,1638,1535,1437,1343,1232,1127,1013,912,816,711,603,503,406,308,208,104,10,0,0,0
403,0,Aspirin,2932,0,0,0,80,183,282,379,475,590,682,779,879,976,1083,1186,1289,1371,1481,1578,1685,1776,1870,1967,2067,2176,2269,2352,2445,2550,2641,2755,2863,2932,2815,2706,2608,2496,2378,2260,2165,2069,1962,1855,1747,1648,1535,1434,1328,1220,1119,1016,912,814,702,606,499,405,307,208,110,7,0,0,0
404,0,Aspirin,2931,0,0,0,81,179,283,382,482,579,682,770,874,971,1082,1181,1267,1371,1475,1587,1680,1770,1861,1964,2067,2164,2247,2350,2446,2555,2654,2734,2842,2931,2812,2699,2583,2479,2373,2274,2173,2063,1955,1845,1744,1647,1535,1437,1325,1229,1118,1013,912,816,703,607,511,407,304,205,105,16,0,0,0
405,0,Aspirin,2919,0,0,0,80,178,271,368,470,571,662,775,863,961,1059,1168,1271,1375,1467,1569,1664,1762,1857,1958,2053,2148,2254,2352,2431,2522,2638,2736,2844,2919,2790,2681,2559,2483,2364,2257,2158,2060,1951,1840,1743,1634,1535,1426,1318,1219,1116,1014,912,807,704,607,497,405,302,206,110,11,0,0,0
406,0,Aspirin,2918,0,0,0,81,179,275,374,478,580,677,771,876,968,1072,1163,1265,1370,1461,1578,1678,1762,1859,1955,2046,2160,2254,2334,2435,2531,2645,2738,2831,2918,2802,2701,2585,2469,2362,2258,2163,2067,1939,1840,1748,1650,1535,1424,1328,1219,1129,1023,908,815,720,624,511,413,311,216,116,16,0,0,0
407,0,Aspirin,2913,0,0,0,80,176,276,379,479,577,679,772,875,974,1072,1159,1263,1362,1475,1573,1662,1758,1855,1950,2060,2144,2243,2334,2433,2539,2640,2725,2830,2913,2806,2695,2559,2459,2358,2246,2160,2041,1939,1840,1744,1642,1533,1424,1322,1214,1117,1008,910,811,716,618,508,405,314,209,119,23,0,0,0
408,0,Aspirin,2910,0,0,0,70,172,266,364,467,567,656,758,854,951,1055,1149,1253,1358,1456,1535,1655,1741,1846,1948,2026,2126,2226,2333,2421,2516,2609,2707,2823,2910,2778,2672,2559,2465,2353,2234,2146,2032,1928,1836,1732,1616,1515,1414,1318,1207,1103,995,891,798,703,601,496,400,308,207,103,13,0,0,0
409,0,Aspirin,2891,0,0,0,71,170,261,367,464,561,656,748,850,947,1053,1155,1245,1345,1454,1535,1641,1740,1836,1942,2041,2121,2224,2315,2406,2512,2615,2704,2800,2891,2787,2672,2544,2441,2350,2246,2138,2031,1924,1820,1723,1622,1514,1417,1307,1211,1105,995,896,789,699,603,496,397,304,199,110,17,0,0,0
410,0,Aspirin,2878,0,0,0,62,163,261,358,458,560,656,755,843,944,1042,1145,1248,1342,1439,1535,1637,1750,1837,1931,2022,2123,2221,2323,2402,2495,2595,2704,2800,2878,2768,2654,2554,2448,2334,2227,2129,2027,1919,1809,1710,1613,1514,1410,1312,1194,1101,997,896,791,693,593,498,400,298,205,101,12,0,0,0
411,0,Aspirin,2873,0,0,0,69,159,265,355,449,557,652,746,847,941,1045,1143,1233,1344,1431,1535,1642,1727,1828,1922,2017,2126,2206,2303,2400,2507,2605,2688,2789,2873,2768,2654,2529,2433,2326,2234,2128,2015,1906,1808,1716,1616,1503,1407,1303,1193,1097,978,882,784,688,596,493,384,301,193,107,10,0,0,0
412,0,Aspirin,2864,0,0,0,64,157,259,354,450,551,650,747,841,933,1038,1136,1232,1338,1431,1530,1627,1728,1828,1919,2006,2111,2203,2303,2387,2492,2582,2697,2790,2864,2749,2641,2535,2434,2318,2215,2106,2015,1913,1798,1706,1602,1499,1395,1289,1189,1088,975,880,790,682,589,485,389,299,198,91,10,0,0,0
413,0,Aspirin,2864,0,0,0,59,155,253,359,449,554,649,752,839,929,1035,1134,1237,1334,1424,1522,1621,1730,1821,1911,2005,2099,2192,2306,2379,2480,2559,2675,2781,2864,2747,2627,2515,2431,2318,2208,2111,2000,1904,1797,1696,1598,1491,1393,1296,1180,1079,971,885,785,683,576,481,391,293,190,98,6,0,0,0
414,0,Aspirin,2864,0,0,0,62,160,256,353,448,548,643,741,842,934,1037,1136,1235,1334,1425,1520,1627,1719,1818,1910,2001,2096,2194,2299,2395,2474,2559,2669,2776,2864,2739,2625,2515,2425,2315,2199,2105,1998,1897,1799,1675,1595,1488,1392,1291,1170,1079,976,885,779,680,587,483,390,292,193,92,0,0,0,0
415,0,Aspirin,2867,0,0,0,70,164,262,358,453,560,645,749,847,938,1043,1147,1227,1332,1426,1535,1629,1713,1814,1914,2005,2112,2201,2288,2383,2489,2559,2670,2773,2867,2751,2638,2531,2414,2308,2197,2112,2003,1893,1793,1702,1597,1485,1392,1281,1183,1088,975,875,774,682,588,483,384,294,198,102,5,0,0,0
416,0,Aspirin,2854,0,0,0,61,151,256,352,445,547,634,746,842,943,1023,1124,1221,1328,1430,1519,1615,1707,1811,1904,1994,2097,2189,2293,2384,2474,2559,2664,2765,2854,2725,2613,2502,2397,2306,2192,2095,1981,1901,1786,1679,1585,1468,1387,1282,1163,1072,961,866,773,674,576,471,384,291,187,87,3,0,0,0
417,0,Aspirin,2854,0,0,0,55,150,250,347,448,549,640,738,832,938,1023,1116,1216,1323,1425,1518,1611,1707,1803,1905,1994,2086,2179,2272,2382,2471,2550,2654,2752,2854,2736,2608,2494,2386,2296,2198,2105,1979,1872,1774,1682,1583,1468,1374,1271,1163,1072,957,869,766,674,576,463,376,279,190,91,0,0,0,0
418,0,Aspirin,2837,0,0,0,59,147,249,349,451,544,630,735,829,923,1021,1118,1213,1327,1415,1505,1603,1701,1806,1904,1983,2083,2171,2279,2369,2455,2559,2646,2755,2837,2711,2608,2496,2399,2295,2175,2079,1971,1878,1779,1671,1566,1471,1367,1267,1152,1061,954,862,769,656,567,465,371,273,176,80,0,0,0,0
419,0,Aspirin,2838,0,0,0,53,144,244,349,446,535,624,731,823,926,1022,1123,1207,1316,1417,1509,1604,1696,1795,1895,1989,2075,2176,2266,2358,2448,2543,2646,2743,2838,2718,2597,2489,2386,2288,2182,2064,1968,1867,1767,1671,1567,1456,1361,1269,1157,1051,952,851,757,656,561,463,370,275,176,82,0,0,0,0
420,0,Aspirin,2832,0,0,0,56,155,240,342,439,534,626,724,822,923,1023,1127,1216,1313,1420,1511,1600,1709,1794,1895,1984,2083,2173,2274,2370,2454,2541,2651,2746,2832,2717,2595,2493,2384,2285,2181,2083,1971,1867,1770,1660,1562,1456,1361,1264,1154,1053,956,842,752,658,563,464,365,270,174,80,0,0,0,0
421,0,Aspirin,2814,0,0,0,49,151,247,337,434,543,630,730,815,914,1008,1113,1209,1307,1403,1493,1600,1705,1784,1879,1971,2077,2174,2261,2352,2438,2537,2667,2727,2814,2699,2583,2485,2369,2268,2162,2063,1968,1857,1750,1653,1558,1453,1355,1248,1147,1047,945,844,752,640,556,460,365,268,167,78,0,0,0,0
422,0,Aspirin,2821,0,0,0,45,147,243,346,432,529,632,725,822,911,1008,1107,1207,1314,1395,1492,1597,1687,1791,1889,1968,2064,2160,2259,2352,2437,2528,2624,2723,2821,2695,2559,2466,2382,2267,2161,2047,1951,1855,1750,1641,1533,1442,1351,1251,1139,1045,933,839,749,640,552,448,356,266,166,69,0,0,0,0
423,0,Aspirin,2794,0,0,0,56,148,237,342,453,531,625,715,818,916,1015,1114,1201,1299,1395,1505,1591,1686,1781,1877,1975,2064,2158,2245,2343,2448,2541,2635,2723,2794,2704,2592,2467,2367,2256,2158,2066,1942,1845,1744,1658,1555,1438,1334,1232,1142,1040,922,831,727,646,544,444,355,262,161,73,0,0,0,0
424,0,Aspirin,2812,0,0,0,51,141,238,331,432,530,627,721,816,919,1011,1109,1200,1306,1406,1490,1587,1682,1778,1877,1968,2062,2150,2244,2352,2445,2517,2619,2714,2812,2691,2551,2461,2361,2269,2160,2043,1942,1840,1755,1648,1535,1438,1330,1238,1131,1031,931,834,741,637,549,445,339,257,158,70,0,0,0,0
425,0,Aspirin,2813,0,0,0,49,144,243,336,427,532,624,713,825,914,1008,1104,1198,1309,1410,1498,1590,1680,1778,1871,1963,2058,2154,2256,2343,2427,2527,2623,2729,2813,2675,2559,2462,2357,2256,2153,2038,1940,1852,1741,1640,1535,1426,1333,1237,1127,1020,931,825,741,635,543,439,348,253,160,64,0,0,0,0
426,0,Aspirin,2804,0,0,0,50,146,240,336,435,532,623,718,818,917,1008,1107,1197,1298,1401,1493,1591,1673,1771,1863,1971,2037,2147,2243,2333,2434,2516,2619,2708,2804,2691,2559,2451,2352,2254,2147,2053,1933,1840,1743,1637,1535,1427,1328,1229,1134,1023,921,828,726,640,535,431,336,249,153,61,0,0,0,0
427,0,Aspirin,2788,0,0,0,48,141,231,339,432,527,623,721,816,902,1005,1105,1200,1296,1392,1489,1598,1680,1773,1861,1957,2066,2157,2241,2335,2419,2515,2614,2707,2788,2672,2559,2461,2349,2245,2141,2041,1934,1829,1730,1630,1526,1430,1310,1218,1117,1022,919,818,723,630,536,436,339,247,154,61,0,0,0,0
428,0,Aspirin,2797,0,0,0,46,144,241,333,434,537,625,714,809,912,1003,1093,1194,1293,1394,1488,1581,1680,1765,1870,1962,2055,2145,2226,2334,2423,2509,2610,2698,2797,2677,2559,2453,2351,2247,2146,2030,1936,1836,1731,1633,1520,1425,1328,1229,1119,1008,921,818,727,631,535,432,336,241,147,62,0,0,0,0
429,0,Aspirin,2791,0,0,0,47,145,240,333,423,529,615,720,815,906,994,1093,1198,1297,1389,1478,1574,1679,1774,1847,1944,2043,2139,2237,2329,2415,2507,2606,2703,2791,2666,2546,2446,2345,2246,2128,2027,1922,1827,1729,1623,1520,1412,1314,1217,1106,1014,904,816,718,618,527,432,336,240,141,53,0,0,0,0
430,0,Aspirin,2795,0,0,0,48,139,241,333,432,535,617,714,813,905,999,1095,1195,1293,1391,1488,1581,1666,1752,1863,1957,2031,2132,2224,2327,2422,2496,2599,2693,2795,2672,2553,2438,2336,2226,2137,2027,1923,1815,1702,1616,1520,1409,1314,1210,1109,1008,905,817,719,622,527,430,330,240,146,48,0,0,0,0
431,0,Aspirin,2787,0,0,0,48,144,240,338,429,528,623,715,819,912,1011,1099,1194,1300,1395,1484,1582,1665,1767,1861,1943,2034,2131,2224,2329,2420,2496,2604,2698,2787,2672,2543,2438,2335,2234,2128,2021,1919,1818,1718,1623,1519,1408,1314,1218,1116,1007,903,806,721,622,511,421,329,240,145,48,0,0,0,0
432,0,Aspirin,2783,0,0,0,53,141,240,333,432,529,624,715,817,912,1001,1103,1195,1296,1392,1472,1574,1668,1763,1863,1947,2033,2134,2239,2323,2403,2491,2594,2688,2783,2669,2539,2433,2326,2237,2130,2019,1913,1811,1716,1616,1507,1405,1309,1215,1112,993,907,809,711,623,510,414,330,240,145,45,0,0,0,0
433,0,Aspirin,2768,0,0,0,51,144,240,331,432,528,622,712,802,898,1003,1088,1191,1285,1378,1477,1572,1663,1754,1855,1950,2054,2128,2224,2307,2415,2506,2593,2687,2768,2663,2545,2427,2320,2224,2127,2017,1909,1809,1707,1614,1511,1399,1297,1205,1104,999,895,797,704,605,523,414,320,229,133,44,0,0,0,0
434,0,Aspirin,2759,0,0,0,47,135,242,339,431,528,622,714,811,895,989,1090,1199,1293,1381,1472,1568,1673,1758,1848,1937,2032,2141,2232,2315,2400,2491,2602,2692,2759,2654,2539,2439,2333,2215,2115,2004,1911,1807,1699,1595,1493,1402,1299,1200,1100,993,898,797,710,612,506,408,320,230,135,45,0,0,0,0
435,0,Aspirin,2758,0,0,0,49,144,235,333,425,528,622,713,799,899,996,1086,1193,1289,1379,1476,1565,1664,1768,1844,1936,2028,2119,2224,2306,2400,2493,2599,2689,2758,2643,2528,2431,2327,2219,2105,2003,1913,1808,1699,1597,1499,1402,1303,1197,1095,993,891,799,693,598,501,409,318,224,128,38,0,0,0,0
436,0,Aspirin,2768,0,0,0,45,135,240,336,421,527,613,721,815,897,995,1099,1191,1286,1390,1463,1571,1649,1757,1855,1941,2027,2118,2227,2320,2390,2485,2589,2689,2768,2640,2527,2418,2321,2223,2105,2001,1902,1809,1705,1595,1489,1398,1302,1200,1085,993,891,794,699,604,506,402,320,231,133,42,0,0,0,0
437,0,Aspirin,2768,0,0,0,48,142,230,336,429,527,621,709,811,896,994,1088,1183,1285,1385,1475,1573,1664,1749,1851,1946,2030,2128,2213,2312,2409,2480,2581,2672,2768,2657,2521,2419,2317,2219,2114,1997,1902,1793,1707,1603,1488,1395,1296,1194,1090,981,886,784,695,604,505,407,311,225,129,38,0,0,0,0
438,0,Aspirin,2754,0,0,0,45,135,240,336,425,531,624,706,801,905,998,1096,1181,1285,1374,1478,1559,1655,1751,1840,1936,2023,2113,2214,2306,2391,2495,2586,2672,2754,2651,2531,2415,2313,2211,2110,2002,1884,1790,1690,1600,1491,1387,1289,1190,1088,981,879,786,688,599,505,396,307,216,134,36,0,0,0,0
439,0,Aspirin,2758,0,0,0,49,144,240,334,430,526,624,719,806,901,983,1088,1190,1286,1381,1472,1566,1654,1746,1847,1936,2023,2122,2221,2313,2396,2479,2559,2685,2758,2638,2529,2416,2320,2208,2102,2000,1891,1803,1701,1590,1481,1383,1289,1196,1088,979,883,787,691,593,495,400,317,222,125,33,0,0,0,0
440,0,Aspirin,2765,0,0,0,46,144,236,331,427,511,619,715,806,891,992,1089,1185,1290,1374,1471,1568,1656,1759,1841,1933,2027,2112,2217,2307,2390,2480,2559,2676,2765,2637,2521,2414,2320,2208,2100,1991,1889,1802,1696,1584,1488,1390,1291,1200,1072,980,876,784,688,590,496,402,316,213,112,25,0,0,0,0
441,0,Aspirin,2751,0,0,0,49,139,240,331,432,527,620,707,809,903,995,1088,1181,1279,1366,1474,1561,1655,1742,1837,1936,2029,2114,2205,2301,2400,2485,2559,2667,2751,2640,2528,2407,2303,2207,2096,2000,1886,1791,1679,1587,1483,1376,1282,1178,1078,985,871,784,686,598,493,396,310,208,119,30,0,0,0,0
442,0,Aspirin,2742,0,0,0,47,144,238,331,426,526,616,704,805,894,992,1087,1181,1281,1376,1464,1567,1657,1738,1840,1936,2030,2112,2203,2279,2389,2485,2559,2664,2742,2641,2521,2401,2303,2197,2099,1997,1881,1787,1680,1584,1481,1382,1281,1182,1082,973,871,775,688,587,491,391,300,208,115,31,0,0,0,0
443,0,Aspirin,2754,0,0,0,48,137,236,331,432,523,613,706,799,895,987,1084,1173,1280,1366,1456,1559,1645,1747,1847,1937,2019,2113,2208,2302,2390,2464,2559,2668,2754,2637,2513,2403,2299,2202,2097,1983,1886,1777,1680,1591,1468,1367,1271,1187,1079,972,874,778,683,591,489,397,304,208,117,21,0,0,0,0
444,0,Aspirin,2748,0,0,0,48,144,240,336,428,530,621,706,806,892,993,1089,1184,1281,1374,1471,1570,1648,1747,1835,1936,2023,2111,2206,2294,2396,2485,2559,2662,2748,2640,2523,2408,2302,2192,2098,1999,1875,1777,1670,1586,1488,1376,1279,1183,1078,975,878,777,674,578,485,395,304,211,112,25,0,0,0,0
445,0,Aspirin,2752,0,0,0,49,146,241,336,436,525,621,708,801,897,989,1086,1171,1281,1373,1472,1559,1645,1742,1841,1930,2013,2108,2195,2306,2390,2469,2559,2665,2752,2638,2505,2405,2293,2205,2103,1987,1881,1787,1680,1585,1472,1363,1276,1168,1072,976,864,775,678,587,482,392,303,208,115,27,0,0,0,0
446,0,Aspirin,2747,0,0,0,48,143,239,338,432,526,617,710,804,902,986,1082,1172,1269,1373,1461,1553,1648,1738,1841,1936,2017,2103,2192,2295,2389,2467,2559,2661,2747,2633,2510,2401,2293,2208,2096,1981,1869,1778,1683,1581,1465,1373,1275,1165,1072,966,864,771,673,582,485,400,298,203,107,23,0,0,0,0
447,0,Aspirin,2736,0,0,0,48,142,231,325,425,528,614,713,798,889,986,1089,1176,1271,1378,1463,1535,1649,1735,1846,1925,2006,2107,2196,2301,2384,2461,2557,2653,2736,2629,2509,2400,2291,2187,2096,1975,1872,1776,1668,1575,1477,1365,1267,1171,1069,971,871,767,679,585,483,393,301,203,112,19,0,0,0,0
448,0,Aspirin,2736,0,0,0,48,143,235,329,423,528,618,703,799,899,990,1083,1173,1275,1370,1466,1564,1643,1735,1840,1933,2003,2104,2199,2292,2384,2465,2559,2653,2736,2637,2512,2398,2288,2189,2093,1984,1877,1771,1666,1573,1472,1361,1267,1166,1063,965,861,757,667,581,480,383,291,192,105,14,0,0,0,0
449,0,Aspirin,2741,0,0,0,48,132,239,336,432,511,612,703,805,893,984,1073,1181,1273,1367,1459,1555,1646,1730,1840,1924,2003,2106,2206,2297,2385,2466,2551,2655,2741,2624,2500,2386,2289,2195,2095,1968,1872,1774,1671,1573,1458,1360,1264,1168,1073,950,853,763,675,583,473,383,293,195,101,10,0,0,0,0
450,0,Aspirin,2730,0,0,0,48,144,236,333,427,528,610,704,801,903,988,1087,1170,1275,1365,1465,1561,1648,1735,1829,1930,2012,2103,2192,2288,2384,2479,2558,2653,2730,2626,2505,2384,2283,2178,2087,1978,1870,1762,1662,1573,1466,1360,1254,1158,1062,963,859,762,665,573,478,392,294,196,107,14,0,0,0,0
451,0,Aspirin,2733,0,0,0,48,144,240,326,427,523,596,708,795,894,987,1083,1181,1266,1352,1470,1535,1645,1733,1831,1927,2020,2108,2195,2279,2378,2471,2550,2645,2733,2624,2506,2385,2288,2175,2084,1975,1865,1767,1665,1563,1465,1357,1259,1160,1056,954,859,761,656,575,473,383,280,194,106,11,0,0,0,0
452,0,Aspirin,2723,0,0,0,45,143,240,336,419,511,617,709,802,891,980,1086,1175,1277,1362,1453,1535,1650,1744,1827,1919,2013,2110,2195,2273,2373,2458,2559,2656,2723,2608,2495,2384,2291,2179,2069,1968,1861,1775,1665,1556,1456,1361,1263,1159,1051,953,848,758,663,562,463,373,290,195,95,6,0,0,0,0
453,0,Aspirin,2741,0,0,0,54,144,245,339,427,528,615,714,815,883,990,1085,1185,1280,1368,1463,1562,1648,1743,1829,1923,2004,2109,2208,2287,2378,2464,2550,2662,2741,2613,2500,2391,2300,2191,2068,1965,1861,1776,1666,1562,1456,1361,1264,1168,1059,955,849,761,671,551,469,382,289,201,99,10,0,0,0,0
454,0,Aspirin,2725,0,0,0,54,144,240,334,432,511,621,710,799,898,992,1086,1182,1277,1371,1459,1535,1649,1737,1831,1928,2000,2099,2190,2291,2382,2463,2549,2647,2725,2623,2498,2384,2275,2175,2081,1966,1863,1762,1658,1561,1456,1357,1252,1168,1053,950,847,752,659,571,470,377,287,186,101,6,0,0,0,0
